State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
AZ,8,65010,7260,55390,1970,47130,184110,63730,18363383,65010,18697904,56550,11826817,51520,253158,40480,561631,38250,422363,31020,79752,15890,771460,40480,956632,12370,718474,17620,955150,550,1140,6882,12980,303211,22610,1865063,24510,334521,1670,416,3390,97914,8370,74240,1730,14886,0,0,0,0,1770,20870,61740,2634199,57050,601051,4560,19262,58370,268033,61720,932469,50560,844366,58000,451472,64900,15017851,64900,3576924,32830,157639,24790,50388,17560,34167,5170,2813,0,0,0,0,50,57,2450,3577,14980,94013,64110,3465947,0,0,0,0,0,0,0,0,64810,3526535,64860,3638641,33330,488253,24060,196904
AZ,9,9850,1100,8370,280,8600,28680,10470,6643429,9850,6770181,8130,3310698,9090,130918,7380,291052,7040,222429,3860,22947,2740,264263,7850,788270,1780,192086,1930,119470,150,70,399,1990,50182,6120,1396703,5110,126752,100,25,1000,42670,2290,25137,350,3324,0,0,0,0,650,17830,9660,836825,9170,249741,470,1830,9160,74706,9660,339104,7250,169651,9160,168911,9830,5692808,9830,1606390,5910,63115,5130,33083,4150,24435,510,315,0,0,0,0,0,0,290,919,3410,31567,9690,1523471,0,0,0,0,0,0,0,0,9820,1573306,9830,1607558,5050,221081,2450,53416
AZ,10,4930,660,4060,140,4550,13470,4490,14991860,4930,15135322,3910,4319525,4780,400594,4160,1205655,3990,1074872,2670,64996,1340,257247,4430,4371301,930,251717,1020,90950,130,20,222,1210,33504,3650,3299662,2870,143462,20,6,440,22451,1360,15074,150,1409,0,0,0,0,680,74535,4880,1675283,4690,669421,170,1080,4600,75676,4870,754222,3050,79115,4670,473695,4920,13337821,4920,3625460,1410,54711,3170,74969,2740,52873,110,76,0,0,0,0,0,0,120,807,1810,29950,4860,3592963,0,0,0,0,0,0,0,0,4920,3550491,4920,3954013,2130,409002,1060,116791
AR,0,1219480,486550,498090,212170,749690,2533820,880350,62666234,1216890,63436578,1023730,42706506,330460,672486,176130,3759899,159860,3553081,189330,214529,195490,1846717,146490,3050202,101450,1428711,230090,4389581,42300,90180,465313,160470,1856927,66230,3049801,289180,770344,31070,7972,3130,59806,31030,157856,18490,83295,74840,71179,13570,30745,6940,86119,295320,7009659,247000,1766985,44070,71843,245250,420810,293750,2361966,217120,1543157,235710,1540729,875990,41591094,869820,7299848,20040,139917,362400,405716,32300,25576,51220,27058,67490,62846,78610,13404,215000,250756,14340,6227,158750,324381,1153360,9257943,312090,764025,279420,687646,224520,292965,65000,53730,756590,6894133,843560,7267637,198500,891645,964450,2670622
AR,1,16690,8410,7140,670,12490,27550,4700,-1163983,14100,-1146759,4210,106509,6730,23129,3650,17909,3270,14466,570,1565,6610,-65853,5150,49816,1280,14447,2280,23461,3360,310,1887,20,126,3510,-210659,4110,17224,70,17,20,442,1180,5122,100,522,410,466,450,1543,230,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,848,70,842,40,51,0,0,0,0,0,2,10,9,20,22,0,0,2630,5908,7240,24587,1860,2301,1230,1528,820,1215,960,857,60,797,3020,7287,1780,3876,6160,18598
AR,2,198260,144280,21730,29490,109940,236070,69070,1089958,198260,1122501,154830,846454,25110,18093,12050,15485,10620,9535,1910,956,31570,136741,10340,993,6920,25651,16650,75622,3120,9680,29485,460,1871,2530,-4269,33380,32543,290,65,40,117,2490,8172,280,721,2510,2050,2500,6950,150,555,5830,84647,1410,2403,3680,3214,3740,4923,5570,13189,2750,16233,3600,6181,19470,31208,18610,3153,20,39,850,45,290,7,0,0,360,30,90,2,20,2,10,0,27710,20618,174680,201077,80310,109818,72950,98004,32390,20526,9180,7636,18120,3108,47510,24566,15410,6301,165100,183043
AR,3,333330,157960,69990,98950,202030,652440,258720,5710947,333330,5787480,274180,4437142,48630,49555,22250,45395,19800,29472,7820,4282,49580,400416,17460,17440,19150,124125,49310,484557,6160,31290,158812,19510,32577,5400,11034,59770,76533,1680,389,110,413,4490,14993,1720,4693,10400,8407,2430,5711,350,1391,21290,310286,8290,10781,11490,11784,14030,15619,20600,44811,10570,59291,14590,44802,198640,1206628,195700,127247,70,193,65170,21042,1540,60,4220,1436,14450,7378,23240,3699,25330,8188,820,177,43000,60564,313320,1040905,147480,494081,136140,453055,117730,162301,16560,13359,151760,106205,189070,169472,27720,23693,294530,895566
AR,4,302280,115250,115210,63300,182380,659470,242400,10819312,302280,10933767,265460,8786153,67740,69704,31870,71459,28460,47489,32490,22466,38840,274176,25200,47108,23270,209713,58270,890248,8870,26240,142350,54750,322135,9030,55151,63910,114454,7310,1758,230,1397,5770,23190,4660,16242,22270,21115,2340,5076,720,3112,57100,838426,41900,79568,14090,20497,41510,44163,56720,158674,37400,203860,40560,145054,289780,5314272,287980,640164,70,253,132000,114264,4790,269,14130,7618,20260,18415,44410,8010,84960,78286,3650,1206,29690,52422,294780,1234950,82360,157823,69050,135058,66230,99350,14510,11729,226780,525900,241610,586497,42780,58565,254700,701649
AR,5,155530,37730,101450,13560,99170,376600,119660,9549704,155530,9649966,136260,7371594,57080,62879,28520,77840,25700,55003,40640,35501,25540,202304,22630,63051,18130,219089,41120,878699,7400,12180,66862,36420,505814,8950,92769,46060,100262,7130,1811,260,2209,4350,19845,4060,17473,17300,16430,1800,3476,810,4280,58020,972115,50280,154992,7300,13147,47480,58042,57900,241156,43750,260755,44690,186058,154990,6099005,154580,832620,250,385,69750,104570,5320,467,11520,6004,13460,14631,10860,1684,50340,79598,3650,1256,19220,40434,153010,1020310,80,2,50,2,6670,8576,9140,7557,147830,728050,149910,776900,36590,77801,115480,312525
AR,6,91480,11870,75230,3540,58770,241460,74780,7897812,91480,7977810,80470,5938976,43710,54096,23480,75292,21340,55599,37800,38402,16530,157662,18710,77829,13240,222918,27810,750746,5270,5780,34400,22330,413130,7960,117120,31460,79998,6360,1733,260,2874,3140,15591,3080,14321,11570,12350,930,1823,790,4196,50420,965430,46520,203022,3690,8137,44390,62359,50360,288250,40830,273346,41430,198275,91360,5537553,91200,790930,390,770,42620,72402,4790,621,9250,5107,9880,11000,0,0,31680,53408,2450,916,12790,30968,90340,902776,0,0,0,0,570,802,6520,5507,90570,718528,90830,757329,24620,71416,64230,207748
AR,7,95290,8610,83880,2160,62910,263600,84470,12556216,95290,12711261,85060,9169024,58810,101494,36900,179667,34040,138711,56320,70245,19420,312803,30280,241836,14940,375196,28880,1009674,5900,4230,28260,21370,448194,15740,490821,38180,155045,7460,2004,970,14872,5350,33913,3600,20256,10380,10361,3130,6167,1890,14534,76880,1852716,73700,539224,2980,8306,70360,134599,76810,710919,63120,490836,66960,396971,95180,9484552,95110,1638253,2390,6232,41980,57246,8910,3298,10040,5697,9080,11391,0,0,22640,31231,3020,1515,15810,57538,93950,1715718,0,0,0,0,120,196,8140,7083,94910,1581006,95040,1652442,35910,197355,55120,232632
AR,8,21490,1930,19010,400,17270,61860,21370,6141192,21490,6248349,18860,3757530,17750,73644,13380,183216,12750,156810,9920,21150,5770,273276,12650,336416,3670,159818,4890,228293,1740,440,2998,4530,106028,9340,829179,9290,107157,740,185,880,22811,3090,25549,770,6923,0,0,0,0,1250,14985,20740,928837,20020,341733,690,2429,19090,67122,20730,424089,15620,183210,19090,216593,21460,4969363,21450,1194937,13720,75560,7360,12473,4660,7091,1840,1065,0,0,0,0,20,22,610,689,5910,36407,21010,1127734,0,0,0,0,0,0,0,0,21440,1182464,21450,1224177,11030,201807,7900,67928
AR,9,3430,320,3010,60,3150,10120,3690,2311492,3430,2351464,2960,1112018,3240,32998,2590,106868,2490,95630,1100,5559,1100,86882,2610,228204,560,32825,570,28783,310,20,194,700,16863,2410,583864,1960,39973,40,10,250,8863,780,7459,140,1294,0,0,0,0,430,11191,3370,316213,3260,130628,110,354,3110,18376,3370,154779,2230,39520,3170,78257,3420,1952639,3420,555138,2570,27302,1640,9073,1200,5676,180,111,0,0,0,0,0,0,90,233,1290,10836,3350,506210,0,0,0,0,0,0,0,0,3420,546065,3420,557621,1860,93946,860,18867
AR,10,1700,200,1450,30,1590,4650,1500,7753585,1700,7800740,1440,1181107,1650,186895,1460,2986766,1410,2950366,760,14401,550,68309,1470,1987510,300,44930,300,19497,180,10,64,380,10191,1380,1084792,1080,47154,10,2,110,5808,390,4023,90,849,0,0,0,0,320,28903,1690,740988,1630,304634,60,3975,1550,15607,1690,326100,850,16106,1620,268538,1700,6995876,1700,1516559,490,28340,990,14550,800,8089,40,20,0,0,0,0,0,0,40,234,710,8684,1670,1483677,0,0,0,0,0,0,0,0,1700,1502008,1700,1511347,810,156885,370,32065
CA,0,16909110,7952240,6136590,2592340,10812360,35630320,13368390,1179870752,16835140,1198408317,13737210,813389148,6000560,15059077,3072890,32823301,2793640,25032622,3340990,6594005,3114860,50987832,2794270,96469009,1274380,25428498,2560930,68061417,63120,1744830,11918739,1740700,22927225,957300,70711006,4305210,18823454,351510,89368,154320,3754057,572330,3698428,314950,1523304,936560,911896,253570,503933,52180,1235064,5926570,207115566,4748880,58408085,1087480,1478297,4783460,23761170,5907620,86241180,4329570,60288669,4883120,25605870,12579470,821323497,12498400,170854484,757400,7256161,5130330,7492317,820340,2046978,657630,373226,1173560,1085829,629360,113051,2735440,3140531,153640,171763,2535800,7317401,15735230,196705706,3209680,7289949,2725820,6189910,2703380,3774231,1188670,948586,11003490,163362582,12278280,171069306,3503470,18153407,12333460,36097094
CA,1,337960,212380,97640,16600,239720,517930,109350,-38434949,264010,-38291235,80800,2879328,130570,1050297,87340,668218,78420,426123,14680,49358,118890,-759550,125310,2241928,23270,456146,35180,559790,6890,9620,80417,520,4402,60330,-5706109,84630,430843,1200,282,760,14130,24690,129312,1830,8395,10970,13536,12790,42910,1090,59590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,33140,1430,32337,1030,2765,30,68,0,3,140,178,180,173,480,587,30,359,54920,127058,144100,730703,39050,43022,23620,26872,18280,27568,24790,23334,1330,30450,62300,173830,36400,75411,121020,507761
CA,2,2385370,1902190,224250,231420,1369530,2707810,696660,13028806,2385360,13601428,1667780,9490896,356360,221206,210050,326624,185260,189164,25620,21087,515570,2417907,184840,-63903,73400,313984,162840,759458,3000,158280,591423,4790,19332,33720,-39508,549270,572653,4930,1022,1190,6996,39000,140709,5500,16291,43430,39444,48310,121420,910,1573,123890,2195141,26450,66819,78170,49365,85950,299372,118950,454073,73080,801800,65600,71203,259530,432815,240650,44234,270,775,18020,1351,9500,419,20,6,6140,692,1130,70,220,62,40,4,459740,343509,1957420,2001088,863630,987615,704400,815167,297830,203457,152020,121570,232360,42892,705110,398363,318650,136704,1756080,1743423
CA,3,4020620,2296440,714280,963920,2576730,7941170,3349360,68934658,4020620,70262441,3182690,51138034,613170,517601,276980,724791,242290,413432,102430,65211,746830,7681995,238620,51038,173130,1254597,403780,4308843,5610,532830,3674776,172790,308917,60870,186286,881660,1327799,21370,4738,3800,23590,71700,291424,26090,79594,141700,126994,37890,70098,1600,2860,360420,6020835,106170,161316,224960,168935,253020,795737,354790,1264612,216620,2161388,226390,379897,2445720,15187889,2413790,1606996,1040,2342,819340,298392,30760,2078,32570,11653,296750,152394,189180,32970,300360,96296,4130,1051,670380,1068681,3706660,10694822,1439010,4613978,1289180,4001430,1357380,1929966,313660,235749,1858100,1308618,2360900,2394287,480580,466880,3373900,8802838
CA,4,3851790,1776280,1178100,834510,2465820,8651280,3633020,138878679,3851790,140954196,3326250,112147824,1007570,819257,407450,1239166,360420,749634,436110,315673,544930,6896465,352390,264878,230460,2377070,528140,9211564,8410,458410,3406416,460040,2947173,102070,767521,838050,2074932,51560,12212,10390,91587,99870,484411,71490,273539,284050,284905,38170,66660,3160,8331,919860,16405795,529170,879373,367490,406585,672060,2124609,915590,3719997,609860,6087953,688210,1381556,3593050,66646000,3573520,8198984,1010,4274,1609440,1417200,82870,10880,154290,91078,350850,316651,360690,66858,1023640,913848,20440,9002,423510,1043181,3717110,14907777,866950,1645299,707870,1346416,887570,1425749,267240,206305,2794690,6781826,2985700,7888277,650570,1088134,3114200,8023656
CA,5,2145060,858920,950440,299620,1375690,4883380,1789580,131894268,2145060,133748754,1836110,102834546,969480,896182,408230,1497686,365560,941738,657310,722805,337450,4680570,348820,499591,209460,2879663,441560,11324595,7740,232050,1630329,363220,5028958,101150,1150477,607450,1854356,82240,20138,12470,138885,74070,408524,61080,274831,219430,197767,43800,76387,3960,12069,1042290,21471652,815130,2331829,218060,344875,831410,2822635,1040640,5866325,762150,8173179,855120,2015108,2124470,82087906,2117650,11773094,4780,9217,886010,1304669,101770,18850,111600,64401,195620,216392,78190,12980,618910,954335,27870,18705,243760,734327,2095480,14420721,1040,36,760,25,122670,161863,152790,123441,1991280,10468459,2026960,11290072,540600,1286955,1542760,4272100
CA,6,1361410,415250,805980,122030,880590,3291550,1124820,117843576,1361410,119390798,1169800,89723131,790340,833947,363010,1503374,328630,991096,631000,899953,242080,3893053,311430,716726,170010,3061969,332270,10946520,6950,138690,981543,262550,4650260,93450,1365032,374410,1547322,60210,15366,13520,178727,55430,334436,45160,228080,96030,108544,13900,23023,4150,15161,947030,22589342,837720,3694667,104910,223029,753890,2875088,945810,7133349,693110,9042653,791100,2138066,1355640,79206077,1352210,12213527,13090,24049,588490,950877,98710,25537,90640,53523,138370,157952,0,0,402570,664294,26260,23953,173820,604853,1339150,14106470,0,0,0,0,15890,20611,104140,84743,1334040,11262658,1341390,11952376,377750,1177046,935590,3152682
CA,7,2004220,384780,1500380,101240,1310830,5346570,1842780,273369904,2004220,277251377,1773710,208589345,1430890,2009079,782590,4151464,723340,2918592,1137740,2266403,412240,9803514,697030,3362986,273700,7260348,499630,21622830,13770,173030,1247831,351090,7011585,232430,5942359,674290,3881052,110870,30785,44970,814463,106390,767059,83000,460777,140960,140706,58710,103434,12400,64535,1743090,55482817,1662230,13324916,77180,219492,1484710,7393963,1742090,21656207,1362980,20414587,1536000,5387268,1999960,195765350,1997350,35150853,123480,308097,860860,1134089,243470,112752,188120,109483,185700,241569,0,0,389130,510972,52610,65219,307650,1349540,1981770,38148303,0,0,0,0,3760,5017,174030,153443,1991130,34016986,1994830,35576723,694010,3479522,1212960,5394815
CA,8,643120,83930,536240,18290,455380,1832020,652960,182955801,643120,186553363,569300,128286561,549850,1903552,406720,4535146,384630,3387895,281710,953312,157380,9174130,399890,7844474,95230,4385804,132420,7584540,7030,38030,276010,98260,2263617,178950,14215889,218630,3597412,17940,4532,46450,1428376,68670,691620,16170,139086,0,0,0,0,12530,133433,632060,35826369,617470,12835672,13700,47458,557230,4645089,631880,17907034,496210,10457762,573450,3491942,641940,141008637,642230,35447657,497710,3539377,251870,493758,172840,346636,69680,36984,0,0,0,0,140,137,18610,34513,147980,1087930,635840,34652647,0,0,0,0,0,0,0,0,641470,34953910,641870,36168817,327360,4504507,241240,1851130
CA,9,101080,13630,83320,2910,84830,292100,107760,68183738,101080,69640951,84260,37939476,95280,1093132,79680,2630669,76190,2018073,28730,227965,25360,3158601,82790,7187337,15920,1231191,16340,999901,1910,2950,22661,16860,415763,53490,11967157,45790,1457207,920,227,12930,606670,19150,246970,3000,27704,0,0,0,0,5380,133274,99830,11339117,97500,5365367,2070,7686,91350,1267205,99780,6878237,76100,2021097,92600,1380043,100840,55574465,100960,16549929,88600,1472359,54910,394290,45740,333098,8060,4488,0,0,0,0,0,0,2450,9703,32510,393411,99800,15663076,0,0,0,0,0,0,0,0,100800,16155638,100870,16581145,54960,2165809,21810,436556
CA,10,58490,8450,45970,1800,53250,166510,62110,223216271,58490,225296245,46510,70360007,57060,5714822,50850,15546163,48910,12996875,25670,1072237,14140,4041145,53160,74363955,9800,2207727,8770,743377,1800,930,7333,10580,277218,40840,40861903,31040,2079877,270,66,7840,450633,13380,203962,1640,15005,0,0,0,0,7020,804237,58110,35784497,57050,19748126,940,10872,53850,1537471,58090,21361345,39450,1128251,54660,9360786,58320,185414358,58400,49836070,25980,1863334,40370,1494926,34650,1196660,2650,1608,0,0,0,0,0,0,1200,9255,21540,564911,57910,51380098,0,0,0,0,0,0,0,0,58310,48341144,58360,48645416,22600,3772440,13910,1912133
CO,0,2450150,1159650,968750,278910,1206510,4845820,1573240,164960975,2443110,167797495,2054190,112766329,846700,2063265,543610,4644807,493480,3573917,484290,428432,421750,5441535,473500,13586420,234750,4298098,441420,10894755,29750,158280,1059517,271430,3320149,211330,9978474,721880,2836518,59030,14502,18030,346671,104220,637905,51470,225473,238480,232206,43260,100612,14810,206540,868250,21757501,751170,4383266,101870,117167,782180,1925194,864810,6741905,722790,7550994,710290,3376603,1925800,119420982,1910010,22981335,64410,444392,782690,1091017,147700,237796,103130,53055,175070,183888,104370,17199,397840,502934,41250,19579,335200,870189,2310630,25991368,372800,775244,317810,680242,289220,415367,153960,136941,1728060,21891873,1860340,22895166,500580,2546902,1809040,4743084
CO,1,42410,26470,12850,1830,28620,62500,11680,-3632894,35370,-3570474,12320,345807,16940,221568,13040,179210,11760,147513,1920,6079,15330,-181196,17930,356107,3150,57363,4320,55823,2620,900,6447,70,585,10560,-1111123,12060,62420,180,40,80,1292,3470,18540,300,1368,1950,2099,2280,8073,110,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2230,140,2209,150,326,10,1,0,0,20,18,20,19,50,56,10,171,6490,13787,19280,96713,5130,5051,3430,3519,2240,3450,2690,2480,130,1904,7550,18201,4210,7737,15760,71494
CO,2,340580,281450,25890,28520,141700,323900,72370,1779080,340580,1863566,260900,1441994,59330,33148,39980,56131,35480,32535,4470,2469,51270,191669,34390,-4302,13060,54641,24100,106011,1810,14370,55375,780,3161,7790,-13281,61420,84486,750,150,140,584,5840,19707,900,2596,8920,7495,8550,26626,200,197,17460,272665,5180,6828,9340,5002,12610,23896,16640,42100,10350,88848,10250,11688,45850,76648,41730,7793,40,208,3380,203,2140,86,10,2,790,94,150,7,20,5,10,0,43660,30298,287660,256160,104570,108340,90530,95036,32040,21455,18680,15693,40550,7591,86710,39654,33210,13466,266220,228242
CO,3,510040,318440,83540,98490,236350,865630,296670,8810041,510040,8995181,414290,6745152,92340,78433,52630,125915,46540,74129,15940,7625,78220,678753,43200,30076,32260,226785,66190,683255,3240,45220,308423,27370,48341,14860,37630,113270,185140,3600,774,500,2496,11870,44415,4030,11465,33470,28486,5720,14337,500,774,49650,753825,23120,23148,22150,13500,37990,64722,48710,117977,31880,253719,32980,59510,353220,2366423,347320,251092,200,418,107090,40159,6360,315,5140,1780,39290,22745,31690,4829,29080,9944,1260,260,67430,100108,474920,1270819,152740,457438,133490,410524,130530,187642,35170,28911,281400,210934,328220,315679,57030,53054,433230,1007536
