st,naics,lfo,rcptot_size,estab_f,estab,rcptot_n_f,rcptot_f,rcptot
0,62139,-,119,,41682,G,,0
0,62139,-,121,,27569,G,,0
0,62139,-,122,,17644,G,,0
0,62139,-,123,,9900,G,,0
0,62139,-,125,,2333,G,,0
0,62139,-,131,,755,G,,0
0,62139,-,133,,225,G,,0
0,62139,-,141,,0,G,,0
0,62139,-,1411,,0,G,,0
0,62139,C,1,,8915,G,,943590
0,62139,S,1,,157988,G,,4773097
0,62139,P,1,,2995,G,,535533
0,621391,-,1,,3583,G,,313223
0,621391,-,111,,420,G,,0
0,621391,-,118,,344,G,,0
0,621391,-,119,,626,G,,0
0,621391,-,121,,531,G,,0
0,621391,-,122,,653,G,,0
0,621391,-,123,,727,G,,0
0,621391,-,125,,208,G,,0
0,621391,-,131,,70,G,,0
0,621391,-,133,,4,G,,0
0,621391,-,141,,0,G,,0
0,621391,-,1411,,0,G,,0
0,621391,C,1,,396,G,,53782
0,621391,S,1,,3108,G,,246122
0,621391,P,1,,79,G,,13319
0,621399,-,1,,166315,G,,5938997
0,621399,-,111,,41120,G,,0
0,621399,-,118,,27906,G,,0
0,621399,-,119,,41056,G,,0
0,621399,-,121,,27038,G,,0
0,621399,-,122,,16991,G,,0
0,621399,-,123,,9173,G,,0
0,621399,-,125,,2125,G,,0
0,621399,-,131,,685,G,,0
0,621399,-,133,,221,G,,0
0,621399,-,141,,0,G,,0
0,621399,-,1411,,0,G,,0
0,621399,C,1,,8519,G,,889808
0,621399,S,1,,154880,G,,4526975
0,621399,P,1,,2916,G,,522214
0,6214,-,1,,14056,G,,960187
0,6214,-,111,,3321,G,,0
0,6214,-,118,,2383,G,,0
0,6214,-,119,,3318,G,,0
0,6214,-,121,,1976,G,,0
0,6214,-,122,,1384,G,,0
0,6214,-,123,,860,G,,0
0,6214,-,125,,374,G,,0
0,6214,-,131,,237,G,,0
0,6214,-,133,,203,G,,0
0,6214,-,141,,0,G,,0
0,6214,-,1411,,0,G,,0
0,6214,C,1,,1668,G,,295925
0,6214,S,1,,11402,G,,304959
0,6214,P,1,,986,G,,359303
0,6215,-,1,,18866,G,,1073639
0,6215,-,111,,4751,G,,0
0,6215,-,118,,3088,G,,0
0,6215,-,119,,4082,G,,0
0,6215,-,121,,2561,G,,0
0,6215,-,122,,2031,G,,0
0,6215,-,123,,1490,G,,0
0,6215,-,125,,481,G,,0
0,6215,-,131,,259,G,,0
0,6215,-,133,,123,G,,0
0,6215,-,141,,0,G,,0
0,6215,-,1411,,0,G,,0
0,6215,C,1,,1727,G,,277277
0,6215,S,1,,16116,G,,505422
0,6215,P,1,,1023,G,,290940
0,62151,-,1,,18866,G,,1073639
0,62151,-,111,,4751,G,,0
0,62151,-,118,,3088,G,,0
0,62151,-,119,,4082,G,,0
0,62151,-,121,,2561,G,,0
0,62151,-,122,,2031,G,,0
0,62151,-,123,,1490,G,,0
0,62151,-,125,,481,G,,0
0,62151,-,131,,259,G,,0
0,62151,-,133,,123,G,,0
0,62151,-,141,,0,G,,0
0,62151,-,1411,,0,G,,0
0,62151,C,1,,1727,G,,277277
0,62151,S,1,,16116,G,,505422
0,62151,P,1,,1023,G,,290940
0,6216,-,1,,299121,G,,4791894
0,6216,-,111,,72267,G,,0
0,6216,-,118,,70395,G,,0
0,6216,-,119,,112698,G,,0
0,6216,-,121,,29713,G,,0
0,6216,-,122,,10186,G,,0
0,6216,-,123,,3254,G,,0
0,6216,-,125,,396,G,,0
0,6216,-,131,,144,G,,0
0,6216,-,133,,68,G,,0
0,6216,-,141,,0,G,,0
0,6216,-,1411,,0,G,,0
0,6216,C,1,,3781,G,,395606
0,6216,S,1,,294374,G,,4262208
0,6216,P,1,,966,G,,134080
0,62161,-,1,,299121,G,,4791894
0,62161,-,111,,72267,G,,0
0,62161,-,118,,70395,G,,0
0,62161,-,119,,112698,G,,0
0,62161,-,121,,29713,G,,0
0,62161,-,122,,10186,G,,0
0,62161,-,123,,3254,G,,0
0,62161,-,125,,396,G,,0
0,62161,-,131,,144,G,,0
0,62161,-,133,,68,G,,0
0,62161,-,141,,0,G,,0
0,62161,-,1411,,0,G,,0
0,62161,C,1,,3781,G,,395606
0,62161,S,1,,294374,G,,4262208
0,62161,P,1,,966,G,,134080
0,6219,-,1,,43823,G,,1469821
0,6219,-,111,,13237,G,,0
0,6219,-,118,,7602,G,,0
0,6219,-,119,,9645,G,,0
0,6219,-,121,,5869,G,,0
0,6219,-,122,,4035,G,,0
0,6219,-,123,,2769,G,,0
0,6219,-,125,,478,G,,0
0,6219,-,131,,113,G,,0
0,6219,-,133,,75,G,,0
0,6219,-,141,,0,G,,0
0,6219,-,1411,,0,G,,0
0,6219,C,1,,1153,G,,165017
0,6219,S,1,,42080,G,,1138824
0,6219,P,1,,590,G,,165980
0,623,-,1,,65435,G,,1864040
0,623,-,111,,16217,G,,0
0,623,-,118,,12537,G,,0
0,623,-,119,,19979,G,,0
0,623,-,121,,8274,G,,0
0,623,-,122,,4846,G,,0
0,623,-,123,,2914,G,,0
0,623,-,125,,399,G,,0
0,623,-,131,,163,G,,0
0,623,-,133,,106,G,,0
0,623,-,141,,0,G,,0
0,623,-,1411,,0,G,,0
0,623,C,1,,1966,G,,296455
0,623,S,1,,62678,G,,1341399
0,623,P,1,,791,G,,226186
0,624,-,1,,913457,G,,13035214
0,624,-,111,,226297,G,,0
0,624,-,118,,232324,G,,0
0,624,-,119,,329628,G,,0
0,624,-,121,,88515,G,,0
0,624,-,122,,30467,G,,0
0,624,-,123,,5599,G,,0
0,624,-,125,,399,G,,0
0,624,-,131,,168,G,,0
0,624,-,133,,60,G,,0
0,624,-,141,,0,G,,0
0,624,-,1411,,0,G,,0
0,624,C,1,,5408,G,,425100
0,624,S,1,,905609,G,,12397153
0,624,P,1,,2440,G,,212961
0,6241,-,1,,147316,G,,2763935
0,6241,-,111,,42144,G,,0
0,6241,-,118,,32110,G,,0
0,6241,-,119,,43285,G,,0
0,6241,-,121,,17112,G,,0
0,6241,-,122,,9465,G,,0
0,6241,-,123,,2887,G,,0
0,6241,-,125,,222,G,,0
0,6241,-,131,,68,G,,0
0,6241,-,133,,23,G,,0
0,6241,-,141,,0,G,,0
0,6241,-,1411,,0,G,,0
0,6241,C,1,,2872,G,,198973
0,6241,S,1,,143257,G,,2458497
0,6241,P,1,,1187,G,,106465
0,6242,-,1,,6360,G,,101968
0,6242,-,111,,2541,G,,0
0,6242,-,118,,1321,G,,0
0,6242,-,119,,1530,G,,0
0,6242,-,121,,581,G,,0
0,6242,-,122,,271,G,,0
0,6242,-,123,,96,G,,0
0,6242,-,125,,10,G,,0
0,6242,-,131,,6,G,,0
0,6242,-,133,,4,G,,0
0,6242,-,141,,0,G,,0
0,6242,-,1411,,0,G,,0
0,6242,C,1,,171,G,,14576
0,6242,S,1,,6145,G,,81066
0,6242,P,1,,44,H,,6326
0,6243,-,1,,12345,G,,303861
0,6243,-,111,,3520,G,,0
0,6243,-,118,,2305,G,,0
0,6243,-,119,,3088,G,,0
0,6243,-,121,,1767,G,,0
0,6243,-,122,,1163,G,,0
0,6243,-,123,,442,G,,0
0,6243,-,125,,37,G,,0
0,6243,-,131,,20,G,,0
0,6243,-,133,,3,G,,0
0,6243,-,141,,0,G,,0
0,6243,-,1411,,0,G,,0
0,6243,C,1,,439,G,,37139
0,6243,S,1,,11777,G,,250008
0,6243,P,1,,129,G,,16714
0,62431,-,1,,12345,G,,303861
0,62431,-,111,,3520,G,,0
0,62431,-,118,,2305,G,,0
0,62431,-,119,,3088,G,,0
0,62431,-,121,,1767,G,,0
0,62431,-,122,,1163,G,,0
0,62431,-,123,,442,G,,0
0,62431,-,125,,37,G,,0
0,62431,-,131,,20,G,,0
0,62431,-,133,,3,G,,0
0,62431,-,141,,0,G,,0
0,62431,-,1411,,0,G,,0
0,62431,C,1,,439,G,,37139
0,62431,S,1,,11777,G,,250008
0,62431,P,1,,129,G,,16714
0,6244,-,1,,747436,G,,9865450
0,6244,-,111,,178092,G,,0
0,6244,-,118,,196588,G,,0
0,6244,-,119,,281725,G,,0
0,6244,-,121,,69055,G,,0
0,6244,-,122,,19568,G,,0
0,6244,-,123,,2174,G,,0
0,6244,-,125,,130,G,,0
0,6244,-,131,,74,G,,0
0,6244,-,133,,30,G,,0
0,6244,-,141,,0,G,,0
0,6244,-,1411,,0,G,,0
0,6244,C,1,,1926,G,,174412
0,6244,S,1,,744430,G,,9607582
0,6244,P,1,,1080,G,,83456
0,62441,-,1,,747436,G,,9865450
0,62441,-,111,,178092,G,,0
0,62441,-,118,,196588,G,,0
0,62441,-,119,,281725,G,,0
0,62441,-,121,,69055,G,,0
0,62441,-,122,,19568,G,,0
0,62441,-,123,,2174,G,,0
0,62441,-,125,,130,G,,0
0,62441,-,131,,74,G,,0
0,62441,-,133,,30,G,,0
0,62441,-,141,,0,G,,0
0,62441,-,1411,,0,G,,0
0,62441,C,1,,1926,G,,174412
0,62441,S,1,,744430,G,,9607582
0,62441,P,1,,1080,G,,83456
0,71,-,1,,1188143,G,,28194224
0,71,-,111,,490864,G,,0
0,71,-,118,,228198,G,,0
0,71,-,119,,248333,G,,0
0,71,-,121,,111835,G,,0
0,71,-,122,,60742,G,,0
0,71,-,123,,34028,G,,0
0,71,-,125,,8911,G,,0
0,71,-,131,,3493,G,,0
0,71,-,133,,1513,G,,0
0,71,-,141,,181,G,,0
0,71,-,1411,,45,G,,0
0,71,C,1,,45115,G,,4270312
0,71,S,1,,1115444,G,,21346658
0,71,P,1,,27584,G,,2577254
0,711,-,1,,1037230,G,,22410927
0,711,-,111,,436260,G,,0
0,711,-,118,,202177,G,,0
0,711,-,119,,219175,G,,0
0,711,-,121,,94856,G,,0
0,711,-,122,,48818,G,,0
0,711,-,123,,25643,G,,0
0,711,-,125,,6499,G,,0
0,711,-,131,,2510,G,,0
0,711,-,133,,1124,G,,0
0,711,-,141,,137,G,,0
0,711,-,1411,,31,G,,0
0,711,C,1,,30974,G,,2926002
0,711,S,1,,987714,G,,17852156
0,711,P,1,,18542,G,,1632769
0,7111,-,1,,63613,G,,1321599
0,7111,-,111,,27063,G,,0
0,7111,-,118,,12915,G,,0
0,7111,-,119,,13255,G,,0
0,7111,-,121,,5221,G,,0
0,7111,-,122,,2770,G,,0
0,7111,-,123,,1737,G,,0
0,7111,-,125,,436,G,,0
0,7111,-,131,,157,G,,0
0,7111,-,133,,59,G,,0
0,7111,-,141,,0,G,,0
0,7111,-,1411,,0,G,,0
0,7111,C,1,,3515,G,,318821
0,7111,S,1,,57422,G,,791844
0,7111,P,1,,2676,G,,210934
0,7112,-,1,,156595,G,,2648496
0,7112,-,111,,91021,G,,0
0,7112,-,118,,27324,G,,0
0,7112,-,119,,19538,G,,0
0,7112,-,121,,8685,G,,0
0,7112,-,122,,5267,G,,0
0,7112,-,123,,3324,G,,0
0,7112,-,125,,947,G,,0
0,7112,-,131,,351,G,,0
0,7112,-,133,,118,G,,0
0,7112,-,141,,20,G,,0
0,7112,-,1411,,0,G,,0
0,7112,C,1,,3545,G,,321291
0,7112,S,1,,150467,G,,2114366
0,7112,P,1,,2583,G,,212839
0,71121,-,1,,156595,G,,2648496
0,71121,-,111,,91021,G,,0
0,71121,-,118,,27324,G,,0
0,71121,-,119,,19538,G,,0
0,71121,-,121,,8685,G,,0
0,71121,-,122,,5267,G,,0
0,71121,-,123,,3324,G,,0
0,71121,-,125,,947,G,,0
0,71121,-,131,,351,G,,0
0,71121,-,133,,118,G,,0
0,71121,-,141,,20,G,,0
0,71121,-,1411,,0,G,,0
0,71121,C,1,,3545,G,,321291
0,71121,S,1,,150467,G,,2114366
0,71121,P,1,,2583,G,,212839
0,7113,-,1,,48813,G,,1919633
0,7113,-,111,,16090,G,,0
0,7113,-,118,,8684,G,,0
0,7113,-,119,,11131,G,,0
0,7113,-,121,,5279,G,,0
0,7113,-,122,,3690,G,,0
0,7113,-,123,,2568,G,,0
0,7113,-,125,,822,G,,0
0,7113,-,131,,370,G,,0
0,7113,-,133,,167,G,,0
0,7113,-,141,,12,G,,0
0,7113,-,1411,,0,G,,0
0,7113,C,1,,4693,G,,539193
0,7113,S,1,,41152,G,,1050760
0,7113,P,1,,2968,G,,329680
0,7114,-,1,,38187,G,,1431901
0,7114,-,111,,11927,G,,0
0,7114,-,118,,6651,G,,0
0,7114,-,119,,9739,G,,0
0,7114,-,121,,4351,G,,0
0,7114,-,122,,2688,G,,0
0,7114,-,123,,1851,G,,0
0,7114,-,125,,609,G,,0
0,7114,-,131,,235,G,,0
0,7114,-,133,,122,G,,0
0,7114,-,141,,14,G,,0
0,7114,-,1411,,0,G,,0
0,7114,C,1,,2649,G,,304867
0,7114,S,1,,34317,G,,973484
0,7114,P,1,,1221,G,,153550
0,71141,-,1,,38187,G,,1431901
0,71141,-,111,,11927,G,,0
0,71141,-,118,,6651,G,,0
0,71141,-,119,,9739,G,,0
0,71141,-,121,,4351,G,,0
0,71141,-,122,,2688,G,,0
0,71141,-,123,,1851,G,,0
0,71141,-,125,,609,G,,0
0,71141,-,131,,235,G,,0
0,71141,-,133,,122,G,,0
0,71141,-,141,,14,G,,0
0,71141,-,1411,,0,G,,0
0,71141,C,1,,2649,G,,304867
0,71141,S,1,,34317,G,,973484
0,71141,P,1,,1221,G,,153550
0,7115,-,1,,730022,G,,15089298
0,7115,-,111,,290159,G,,0
0,7115,-,118,,146603,G,,0
0,7115,-,119,,165512,G,,0
0,7115,-,121,,71320,G,,0
0,7115,-,122,,34403,G,,0
0,7115,-,123,,16163,G,,0
0,7115,-,125,,3685,G,,0
0,7115,-,131,,1397,G,,0
0,7115,-,133,,658,G,,0
0,7115,-,141,,91,G,,0
0,7115,-,1411,,31,G,,0
0,7115,C,1,,16572,G,,1441830
0,7115,S,1,,704356,G,,12921702
0,7115,P,1,,9094,G,,725766
0,71151,-,1,,730022,G,,15089298
0,71151,-,111,,290159,G,,0
0,71151,-,118,,146603,G,,0
0,71151,-,119,,165512,G,,0
0,71151,-,121,,71320,G,,0
0,71151,-,122,,34403,G,,0
0,71151,-,123,,16163,G,,0
0,71151,-,125,,3685,G,,0
0,71151,-,131,,1397,G,,0
0,71151,-,133,,658,G,,0
0,71151,-,141,,91,G,,0
0,71151,-,1411,,31,G,,0
0,71151,C,1,,16572,G,,1441830
0,71151,S,1,,704356,G,,12921702
0,71151,P,1,,9094,G,,725766
0,712,-,1,,5801,G,,99369
0,712,-,111,,2557,G,,0
0,712,-,118,,1173,G,,0
0,712,-,119,,1166,G,,0
0,712,-,121,,498,G,,0
0,712,-,122,,259,G,,0
0,712,-,123,,117,G,,0
0,712,-,125,,20,G,,0
0,712,-,131,,9,G,,0
0,712,-,133,D,0,D,D,0
0,712,-,141,,0,G,,0
0,712,-,1411,,0,G,,0
0,712,C,1,,206,G,,15890
0,712,S,1,,5479,G,,71755
0,712,P,1,,116,G,,11724
0,7121,-,1,,5801,G,,99369
0,7121,-,111,,2557,G,,0
0,7121,-,118,,1173,G,,0
0,7121,-,119,,1166,G,,0
0,7121,-,121,,498,G,,0
0,7121,-,122,,259,G,,0
0,7121,-,123,,117,G,,0
0,7121,-,125,,20,G,,0
0,7121,-,131,,9,G,,0
0,7121,-,133,D,0,D,D,0
0,7121,-,141,,0,G,,0
0,7121,-,1411,,0,G,,0
0,7121,C,1,,206,G,,15890
0,7121,S,1,,5479,G,,71755
0,7121,P,1,,116,G,,11724
0,713,-,1,,145112,G,,5683928
0,713,-,111,,52047,G,,0
0,713,-,118,,24848,G,,0
0,713,-,119,,27992,G,,0
0,713,-,121,,16481,G,,0
0,713,-,122,,11665,G,,0
0,713,-,123,,8268,G,,0
0,713,-,125,,2392,G,,0
0,713,-,131,,974,G,,0
0,713,-,133,,387,G,,0
0,713,-,141,,44,G,,0
0,713,-,1411,,14,G,,0
0,713,C,1,,13935,G,,1328420
0,713,S,1,,122251,G,,3422747
0,713,P,1,,8926,G,,932761
0,7131,-,1,,4711,G,,243139
0,7131,-,111,,1217,G,,0
0,7131,-,118,,691,G,,0
0,7131,-,119,,1042,G,,0
0,7131,-,121,,646,G,,0
0,7131,-,122,,541,G,,0
0,7131,-,123,,412,G,,0
0,7131,-,125,,98,G,,0
0,7131,-,131,,42,G,,0
0,7131,-,133,,22,G,,0
0,7131,-,141,,0,G,,0
0,7131,-,1411,,0,G,,0
0,7131,C,1,,869,G,,108907
0,7131,S,1,,3512,G,,92683
0,7131,P,1,,330,G,,41549
0,7132,-,1,,9655,G,,1056065
0,7132,-,111,,2532,G,,0
0,7132,-,118,,1307,G,,0
0,7132,-,119,,1887,G,,0
0,7132,-,121,,1163,G,,0
0,7132,-,122,,1018,G,,0
0,7132,-,123,,922,G,,0
0,7132,-,125,,419,G,,0
0,7132,-,131,,211,G,,0
0,7132,-,133,,138,G,,0
0,7132,-,141,,44,G,,0
0,7132,-,1411,,14,G,,0
0,7132,C,1,,382,G,,57558
0,7132,S,1,,8941,G,,955070
0,7132,P,1,,332,G,,43437
0,7139,-,1,,130746,G,,4384724
0,7139,-,111,,48298,G,,0
0,7139,-,118,,22850,G,,0
0,7139,-,119,,25063,G,,0
0,7139,-,121,,14672,G,,0
0,7139,-,122,,10106,G,,0
0,7139,-,123,,6934,G,,0
0,7139,-,125,,1875,G,,0
0,7139,-,131,,721,G,,0
0,7139,-,133,,227,G,,0
0,7139,-,141,,0,G,,0
0,7139,-,1411,,0,G,,0
0,7139,C,1,,12684,G,,1161955
0,7139,S,1,,109798,G,,2374994
0,7139,P,1,,8264,G,,847775
0,72,-,1,,340845,G,,14862828
0,72,-,111,,81284,G,,0
0,72,-,118,,60429,G,,0
0,72,-,119,,86314,G,,0
0,72,-,121,,40183,G,,0
0,72,-,122,,36587,G,,0
0,72,-,123,,27103,G,,0
0,72,-,125,,5890,G,,0
0,72,-,131,,1985,G,,0
0,72,-,133,,1070,G,,0
0,72,-,141,,0,G,,0
0,72,-,1411,,0,G,,0
0,72,C,1,,27127,G,,3665324
0,72,S,1,,295133,G,,8672059
0,72,P,1,,18585,G,,2525445
0,721,-,1,,55969,G,,3017853
0,721,-,111,,10452,G,,0
0,721,-,118,,8599,G,,0
0,721,-,119,,13410,G,,0
0,721,-,121,,8480,G,,0
0,721,-,122,,7585,G,,0
0,721,-,123,,5649,G,,0
0,721,-,125,,1134,G,,0
0,721,-,131,,387,G,,0
0,721,-,133,,273,G,,0
0,721,-,141,,0,G,,0
0,721,-,1411,,0,G,,0
0,721,C,1,,5356,G,,685504
0,721,S,1,,45037,G,,1471849
0,721,P,1,,5576,G,,860500
0,7211,-,1,,34956,G,,2289973
0,7211,-,111,,6098,G,,0
0,7211,-,118,,4651,G,,0
0,7211,-,119,,7598,G,,0
0,7211,-,121,,5692,G,,0
0,7211,-,122,,5341,G,,0
0,7211,-,123,,4070,G,,0
0,7211,-,125,,876,G,,0
0,7211,-,131,,364,G,,0
0,7211,-,133,,266,G,,0
0,7211,-,141,,0,G,,0
0,7211,-,1411,,0,G,,0
0,7211,C,1,,4375,G,,595423
0,7211,S,1,,26013,G,,932158
0,7211,P,1,,4568,G,,762392
0,7212,-,1,,6840,G,,351627
0,7212,-,111,,1137,G,,0
0,7212,-,118,,951,G,,0
0,7212,-,119,,1519,G,,0
0,7212,-,121,,1072,G,,0
0,7212,-,122,,1090,G,,0
0,7212,-,123,,894,G,,0
0,7212,-,125,,153,G,,0
0,7212,-,131,,20,G,,0
0,7212,-,133,,4,G,,0
0,7212,-,141,,0,G,,0
0,7212,-,1411,,0,G,,0
0,7212,C,1,,729,G,,68852
0,7212,S,1,,5357,G,,206389
0,7212,P,1,,754,G,,76386
0,72121,-,1,,6840,G,,351627
0,72121,-,111,,1137,G,,0
0,72121,-,118,,951,G,,0
0,72121,-,119,,1519,G,,0
0,72121,-,121,,1072,G,,0
0,72121,-,122,,1090,G,,0
0,72121,-,123,,894,G,,0
0,72121,-,125,,153,G,,0
0,72121,-,131,,20,G,,0
0,72121,-,133,,4,G,,0
0,72121,-,141,,0,G,,0
0,72121,-,1411,,0,G,,0
0,72121,C,1,,729,G,,68852
0,72121,S,1,,5357,G,,206389
0,72121,P,1,,754,G,,76386
0,7213,-,1,,14173,G,,376253
0,7213,-,111,,3217,G,,0
0,7213,-,118,,2997,G,,0
0,7213,-,119,,4293,G,,0
0,7213,-,121,,1716,G,,0
0,7213,-,122,,1154,G,,0
0,7213,-,123,,685,G,,0
0,7213,-,125,,105,G,,0
0,7213,-,131,,3,G,,0
0,7213,-,133,,3,G,,0
0,7213,-,141,,0,G,,0
0,7213,-,1411,,0,G,,0
0,7213,C,1,,252,G,,21229
0,7213,S,1,,13667,G,,333302
0,7213,P,1,,254,G,,21722
0,72131,-,1,,14173,G,,376253
0,72131,-,111,,3217,G,,0
0,72131,-,118,,2997,G,,0
0,72131,-,119,,4293,G,,0
0,72131,-,121,,1716,G,,0
0,72131,-,122,,1154,G,,0
0,72131,-,123,,685,G,,0
0,72131,-,125,,105,G,,0
0,72131,-,131,,3,G,,0
0,72131,-,133,,3,G,,0
0,72131,-,141,,0,G,,0
0,72131,-,1411,,0,G,,0
0,72131,C,1,,252,G,,21229
0,72131,S,1,,13667,G,,333302
0,72131,P,1,,254,G,,21722
0,722,-,1,,284876,G,,11844975
0,722,-,111,,70832,G,,0
0,722,-,118,,51830,G,,0
0,722,-,119,,72904,G,,0
0,722,-,121,,31703,G,,0
0,722,-,122,,29002,G,,0
0,722,-,123,,21454,G,,0
0,722,-,125,,4756,G,,0
0,722,-,131,,1598,G,,0
0,722,-,133,,797,G,,0
0,722,-,141,,0,G,,0
0,722,-,1411,,0,G,,0
0,722,C,1,,21771,G,,2979820
0,722,S,1,,250096,G,,7200210
0,722,P,1,,13009,G,,1664945
0,7221,-,1,,46077,G,,3089947
0,7221,-,111,,7318,G,,0
0,7221,-,118,,7721,G,,0
0,7221,-,119,,11345,G,,0
0,7221,-,121,,5727,G,,0
0,7221,-,122,,6279,G,,0
0,7221,-,123,,5402,G,,0
0,7221,-,125,,1416,G,,0
0,7221,-,131,,493,G,,0
0,7221,-,133,,376,G,,0
0,7221,-,141,,0,G,,0
0,7221,-,1411,,0,G,,0
0,7221,C,1,,5954,G,,1072080
0,7221,S,1,,37002,G,,1460485
0,7221,P,1,,3121,G,,557382
0,72211,-,1,,46077,G,,3089947
0,72211,-,111,,7318,G,,0
0,72211,-,118,,7721,G,,0
0,72211,-,119,,11345,G,,0
0,72211,-,121,,5727,G,,0
0,72211,-,122,,6279,G,,0
0,72211,-,123,,5402,G,,0
0,72211,-,125,,1416,G,,0
0,72211,-,131,,493,G,,0
0,72211,-,133,,376,G,,0
0,72211,-,141,,0,G,,0
0,72211,-,1411,,0,G,,0
0,72211,C,1,,5954,G,,1072080
0,72211,S,1,,37002,G,,1460485
0,72211,P,1,,3121,G,,557382
0,7222,-,1,,48591,G,,3042486
0,7222,-,111,,6219,G,,0
0,7222,-,118,,6430,G,,0
0,7222,-,119,,10903,G,,0
0,7222,-,121,,7809,G,,0
0,7222,-,122,,8871,G,,0
0,7222,-,123,,6675,G,,0
0,7222,-,125,,1109,G,,0
0,7222,-,131,,363,G,,0
0,7222,-,133,,212,G,,0
0,7222,-,141,,0,G,,0
0,7222,-,1411,,0,G,,0
0,7222,C,1,,5584,G,,760402
0,7222,S,1,,39050,G,,1771812
0,7222,P,1,,3957,G,,510272
0,72221,-,1,,48591,G,,3042486
0,72221,-,111,,6219,G,,0
0,72221,-,118,,6430,G,,0
0,72221,-,119,,10903,G,,0
0,72221,-,121,,7809,G,,0
0,72221,-,122,,8871,G,,0
0,72221,-,123,,6675,G,,0
0,72221,-,125,,1109,G,,0
0,72221,-,131,,363,G,,0
0,72221,-,133,,212,G,,0
0,72221,-,141,,0,G,,0
0,72221,-,1411,,0,G,,0
0,72221,C,1,,5584,G,,760402
0,72221,S,1,,39050,G,,1771812
0,72221,P,1,,3957,G,,510272
0,7223,-,1,,160216,G,,4044806
0,7223,-,111,,52398,G,,0
0,7223,-,118,,33212,G,,0
0,7223,-,119,,42560,G,,0
0,7223,-,121,,14568,G,,0
0,7223,-,122,,9566,G,,0
0,7223,-,123,,5771,G,,0
0,7223,-,125,,1500,G,,0
0,7223,-,131,,529,G,,0
0,7223,-,133,,112,G,,0
0,7223,-,141,,0,G,,0
0,7223,-,1411,,0,G,,0
0,7223,C,1,,5732,G,,521776
0,7223,S,1,,150134,G,,3148862
0,7223,P,1,,4350,G,,374168
0,7224,-,1,,29992,G,,1667736
0,7224,-,111,,4897,G,,0
0,7224,-,118,,4467,G,,0
0,7224,-,119,,8096,G,,0
0,7224,-,121,,3599,G,,0
0,7224,-,122,,4286,G,,0
0,7224,-,123,,3606,G,,0
0,7224,-,125,,731,G,,0
0,7224,-,131,,213,G,,0
0,7224,-,133,,97,G,,0
0,7224,-,141,,0,G,,0
0,7224,-,1411,,0,G,,0
0,7224,C,1,,4501,G,,625562
0,7224,S,1,,23910,G,,819051
0,7224,P,1,,1581,G,,223123
0,72241,-,1,,29992,G,,1667736
0,72241,-,111,,4897,G,,0
0,72241,-,118,,4467,G,,0
0,72241,-,119,,8096,G,,0
0,72241,-,121,,3599,G,,0
0,72241,-,122,,4286,G,,0
0,72241,-,123,,3606,G,,0
0,72241,-,125,,731,G,,0
0,72241,-,131,,213,G,,0
0,72241,-,133,,97,G,,0
0,72241,-,141,,0,G,,0
0,72241,-,1411,,0,G,,0
0,72241,C,1,,4501,G,,625562
0,72241,S,1,,23910,G,,819051
0,72241,P,1,,1581,G,,223123
0,81,-,1,,3516906,G,,85693075
0,81,-,111,,795580,G,,0
0,81,-,118,,685402,G,,0
0,81,-,119,,1196118,G,,0
0,81,-,121,,466873,G,,0
0,81,-,122,,229889,G,,0
0,81,-,123,,118016,G,,0
0,81,-,125,,18618,G,,0
0,81,-,131,,4741,G,,0
0,81,-,133,,1618,G,,0
0,81,-,141,,51,G,,0
0,81,-,1411,,0,G,,0
0,81,C,1,,115167,G,,10866674
0,81,S,1,,3348262,G,,69595048
0,81,P,1,,53477,G,,5231353
0,811,-,1,,755281,G,,26297024
0,811,-,111,,157397,G,,0
0,811,-,118,,128872,G,,0
0,811,-,119,,214167,G,,0
0,811,-,121,,110894,G,,0
0,811,-,122,,80667,G,,0
0,811,-,123,,53588,G,,0
0,811,-,125,,7618,G,,0
0,811,-,131,,1543,G,,0
0,811,-,133,,535,G,,0
0,811,-,141,,0,G,,0
0,811,-,1411,,0,G,,0
0,811,C,1,,36526,G,,4169947
0,811,S,1,,701631,G,,20113720
0,811,P,1,,17124,G,,2013357
0,8111,-,1,,327499,G,,13706302
0,8111,-,111,,56011,G,,0
0,8111,-,118,,49284,G,,0
0,8111,-,119,,93436,G,,0
0,8111,-,121,,50600,G,,0
0,8111,-,122,,41066,G,,0
0,8111,-,123,,31728,G,,0
0,8111,-,125,,4207,G,,0
0,8111,-,131,,842,G,,0
0,8111,-,133,,325,G,,0
0,8111,-,141,,0,G,,0
0,8111,-,1411,,0,G,,0
0,8111,C,1,,17624,G,,2369036
0,8111,S,1,,300046,G,,10060325
0,8111,P,1,,9829,G,,1276941
0,81111,-,1,,161795,G,,6935548
0,81111,-,111,,26787,G,,0
0,81111,-,118,,23953,G,,0
0,81111,-,119,,46501,G,,0
0,81111,-,121,,24555,G,,0
0,81111,-,122,,20541,G,,0
0,81111,-,123,,16751,G,,0
0,81111,-,125,,2140,G,,0
0,81111,-,131,,428,G,,0
0,81111,-,133,,139,G,,0
0,81111,-,141,,0,G,,0
0,81111,-,1411,,0,G,,0
0,81111,C,1,,8469,G,,1162151
0,81111,S,1,,148933,G,,5177738
0,81111,P,1,,4393,G,,595659
0,81112,-,1,,83721,G,,3720342
0,81112,-,111,,12978,G,,0
0,81112,-,118,,11432,G,,0
